0,1,2,3,4,5,6,7
0.124367796,0.15394893,0.19525723,0.21282938,0.18843298,0.244745,0.12746021,0.18074551
0.14791851,0.19312629,0.17429344,0.27761373,0.18904044,0.25060025,0.12180831,0.19356836
0.14398076,0.16049509,0.18301083,0.25537813,0.1726912,0.21148032,0.11336229,0.1708812
0.09685529,0.09743789,0.13989244,0.15224312,0.12215384,0.15845512,0.08711549,0.112642005
0.25585315,0.27910617,0.24488634,0.320989,0.2304991,0.2914851,0.15791151,0.24336004
0.12637228,0.13284886,0.16666168,0.1748158,0.17985119,0.16827057,0.11443421,0.16991754
0.24223322,0.28975505,0.29848874,0.3261774,0.24305037,0.29286507,0.18993412,0.282736
0.11206357,0.12739097,0.15917175,0.17265,0.15115692,0.16063209,0.11787058,0.13730876
0.10490864,0.12901777,0.1227189,0.21934114,0.1500451,0.13242514,0.09598148,0.11884087
0.2509453,0.28025344,0.3249012,0.29628322,0.24605097,0.28787294,0.18523519,0.30769527
0.106714375,0.119650684,0.11880379,0.14823033,0.14443374,0.15815604,0.111049585,0.12003568
0.24987248,0.22712985,0.2893437,0.2833113,0.22821543,0.28684998,0.16602471,0.27138698
0.14050637,0.15176879,0.17508979,0.19861987,0.18722242,0.21388648,0.117724866,0.17564012
0.122921735,0.16865046,0.13992442,0.23899429,0.18237026,0.17506817,0.13525277,0.16740488
0.12725124,0.14697431,0.17544867,0.23514342,0.20901223,0.25639322,0.13843465,0.2241178
0.12202862,0.15530194,0.17760955,0.21406569,0.16391663,0.20256686,0.12461442,0.16645509
0.1464392,0.14980306,0.19646224,0.19694173,0.1843524,0.20147447,0.12249752,0.19109903
0.14346348,0.19955927,0.16431294,0.24839444,0.16770293,0.15823284,0.1270872,0.18506232
0.1280545,0.14418973,0.16094421,0.21693717,0.16790864,0.19943394,0.11657677,0.17146026
0.12512243,0.14152426,0.14674145,0.18513863,0.14735517,0.16973867,0.10480169,0.13999015
0.1738859,0.18059327,0.21280578,0.27460396,0.1908436,0.20648165,0.13121809,0.21707077
0.11623128,0.1336544,0.15209566,0.17327294,0.13482109,0.14344606,0.08600451,0.17081131
0.12151637,0.1505307,0.13516901,0.2348804,0.15482701,0.14726947,0.096388206,0.1589554
0.121455505,0.16569404,0.17519549,0.18383642,0.17120299,0.18409854,0.12628637,0.16762193
0.14765969,0.16234674,0.18932645,0.28873363,0.18575625,0.24094813,0.12279353,0.17334786
0.12199254,0.13817906,0.15039013,0.24096313,0.15998748,0.17794938,0.10112715,0.16172066
0.1632892,0.20730366,0.2864157,0.2644351,0.2548623,0.24062485,0.1796389,0.27417415
0.12503198,0.14658898,0.18690579,0.21432668,0.15580438,0.20441167,0.10437542,0.17193222
0.13462596,0.1514713,0.16835095,0.1877945,0.15839773,0.18225886,0.12575772,0.1578443
0.14653906,0.17024408,0.21201383,0.24459282,0.19290847,0.23045157,0.13598974,0.18397571
0.123323314,0.12908232,0.1440861,0.16238424,0.1567829,0.15118906,0.11044034,0.13538818
0.16536415,0.22847068,0.2519334,0.27111992,0.21452138,0.24409166,0.17963234,0.25106734
0.14137764,0.15536298,0.18208557,0.21370928,0.20033687,0.2376124,0.12657823,0.21179259
0.12204366,0.124244146,0.15428928,0.20124483,0.15230504,0.15965106,0.114706255,0.13936552
0.15021695,0.1407025,0.16774724,0.25165674,0.19644485,0.23328958,0.1281177,0.16129954
0.13437192,0.12970874,0.17597568,0.22368008,0.14881612,0.18410438,0.10549485,0.14792241
0.11350159,0.1391595,0.1667749,0.16126283,0.18315019,0.19978309,0.12722303,0.16121443
0.17716755,0.23074417,0.3012673,0.2764971,0.23988555,0.24722254,0.18509227,0.28035218
0.15663563,0.17685428,0.20850343,0.21969675,0.2161073,0.19865328,0.13671085,0.20693977
0.12623444,0.126076,0.15387951,0.1883906,0.15943053,0.16572143,0.10935532,0.15068288
0.11980778,0.13532224,0.17002818,0.2576112,0.17566644,0.17422329,0.107116565,0.1666857
0.14632411,0.23613289,0.21444929,0.2626848,0.17586385,0.23988329,0.12607239,0.19314043
0.10580178,0.14968866,0.17347436,0.2041258,0.17851868,0.17729992,0.16535297,0.16592403
0.16958821,0.18653913,0.198548,0.2667055,0.19819109,0.19979592,0.14017636,0.1994349
0.13738161,0.1844436,0.20352069,0.23527503,0.18712579,0.27201894,0.13891146,0.20618393
0.09448448,0.115311936,0.14569604,0.17400067,0.14356472,0.17889161,0.09389444,0.13833554
0.14430708,0.17618811,0.17425148,0.22368996,0.1639048,0.17364064,0.1268998,0.16270638
0.0996031,0.11773152,0.1316174,0.18277653,0.15346403,0.15258206,0.11436354,0.13665232
0.13446791,0.14856127,0.194002,0.21439238,0.1820969,0.20637366,0.12814403,0.18501405
0.13723506,0.16040997,0.13040994,0.23510133,0.19743744,0.17353505,0.12539506,0.14292166
0.16464792,0.18395066,0.18222341,0.2702823,0.17461216,0.2069181,0.1268043,0.17516305
0.13181667,0.15815222,0.18681641,0.23120669,0.17439489,0.22890006,0.12543721,0.17142157
0.13095482,0.17310335,0.19129469,0.21297617,0.17867936,0.2238616,0.13535003,0.18537626
0.12910253,0.20642096,0.16360652,0.23698343,0.17232752,0.15331307,0.16049194,0.17696302
0.1750756,0.14678702,0.16538592,0.23448442,0.1643157,0.22219083,0.10288416,0.15929432
0.17549276,0.24672201,0.2250346,0.27113986,0.1981944,0.24007645,0.13838978,0.2035723
0.14250885,0.12357516,0.13059641,0.17207815,0.12420049,0.16334604,0.08697362,0.117646135
0.18460532,0.15539758,0.25325212,0.22200102,0.18022858,0.23275587,0.12291737,0.18823415
0.10780631,0.140212,0.17556503,0.19623658,0.15692799,0.18839216,0.11053879,0.1491902
0.15924688,0.16412008,0.1932265,0.21136141,0.1633875,0.17449252,0.123044275,0.1719014
0.16064022,0.20196757,0.2784777,0.26543152,0.26962402,0.2667379,0.18287626,0.2867615
0.11029449,0.16839987,0.16704933,0.21503302,0.1518241,0.1874687,0.10508464,0.14360482
0.12449391,0.1375344,0.16928977,0.18531966,0.17264123,0.226054,0.118156105,0.1720399
0.11043468,0.14996265,0.17965937,0.19685774,0.1732165,0.189705,0.120942086,0.1659368
0.14797783,0.14584506,0.18504883,0.18559638,0.1582196,0.17262165,0.14124112,0.16907166
0.118851274,0.14643162,0.18351401,0.21193495,0.18741332,0.23146695,0.13040979,0.16677794
0.15488292,0.17593983,0.17888312,0.24747959,0.2124405,0.2095619,0.14947702,0.16628194
0.11058564,0.12939566,0.14287595,0.17579812,0.14703922,0.15353824,0.10339875,0.12840717
0.1366966,0.2117602,0.1944893,0.25076848,0.1722191,0.23399383,0.1206445,0.17688519
0.12291412,0.15432045,0.17614911,0.23638432,0.25070217,0.24461307,0.13354658,0.19172996
0.1116193,0.1496116,0.15671626,0.18379903,0.14628781,0.17104533,0.10219119,0.15517536
0.122720264,0.15019768,0.21362779,0.2007505,0.18413512,0.21338159,0.12860134,0.17986713
0.11794065,0.13569985,0.1604542,0.19890496,0.16905062,0.20318334,0.12202894,0.14682451
0.1295006,0.19115672,0.18919402,0.24625833,0.16569506,0.17577137,0.13298813,0.16607958
0.14366035,0.17990433,0.19019134,0.2320909,0.15683514,0.1790118,0.11309125,0.18576175
0.12539464,0.1284466,0.15287618,0.15331952,0.13751084,0.17137907,0.1090784,0.1300791
0.1940553,0.23482513,0.27603802,0.28662243,0.23672608,0.25966266,0.18795316,0.2666764
0.15834376,0.15240857,0.17223193,0.19360253,0.16641997,0.18286489,0.120922856,0.16814162
0.111809425,0.1454387,0.1607366,0.16037264,0.14212734,0.140426,0.15842968,0.15748432
0.0985999,0.12552969,0.13517863,0.15603983,0.1300222,0.13792029,0.09613488,0.12639631
0.16294877,0.18769085,0.239771,0.2637223,0.20869324,0.24928291,0.13677391,0.21455097
0.14041553,0.15944028,0.18533179,0.21989469,0.17570011,0.20091274,0.11813202,0.17197718
0.12988405,0.15827648,0.1600271,0.1855746,0.17044696,0.16365512,0.11545146,0.14325945
0.28162724,0.27384236,0.2914274,0.31621933,0.2418057,0.30580774,0.17108902,0.28121045
0.16407952,0.15806377,0.21667257,0.20868263,0.18149234,0.22953305,0.11778577,0.18740028
0.15484923,0.16992554,0.18707724,0.2215504,0.1933634,0.21636435,0.13614894,0.19327107
0.11439993,0.13531502,0.13468032,0.1962355,0.13775823,0.18157917,0.10970214,0.12237708
0.17180653,0.236947,0.29254538,0.2901395,0.2682213,0.2401529,0.19831723,0.3019969
0.14622343,0.1962196,0.17450945,0.26014343,0.18521786,0.24043256,0.12200422,0.18063512
0.12682928,0.16407216,0.16906494,0.21174265,0.18128324,0.21621522,0.11738761,0.18802977
0.20531307,0.19154848,0.18630539,0.25520965,0.18042266,0.22224014,0.12395442,0.18681152
0.12044614,0.13321318,0.16247076,0.24732998,0.21288471,0.23286764,0.11362262,0.16425481
0.12062078,0.14740089,0.15260626,0.19346608,0.1523006,0.18173462,0.108203396,0.16092694
0.13089323,0.15663576,0.1882741,0.23342203,0.18064427,0.21191832,0.1124979,0.172851
0.12823118,0.17020951,0.16247563,0.19468585,0.1558683,0.16283017,0.12104262,0.17280573
0.17171818,0.22945148,0.20818843,0.259905,0.18751706,0.24423063,0.12834524,0.19212824
0.14167084,0.17804942,0.17905024,0.20261702,0.1866478,0.19624905,0.14255679,0.17625763
0.13326445,0.16096081,0.19466622,0.213348,0.19235338,0.22369935,0.13539724,0.19944365
0.13192217,0.13305701,0.15984476,0.19979014,0.16399194,0.17354082,0.11772315,0.14154735
0.15287696,0.21980308,0.23360227,0.2679702,0.19132419,0.23746802,0.14299242,0.19655205
0.11605511,0.14850676,0.14963752,0.17946342,0.13833766,0.16894154,0.124889426,0.15371339
0.11906623,0.14147726,0.18405457,0.18639854,0.13998382,0.17653336,0.111555904,0.15417777
0.1164195,0.15847194,0.16856314,0.19174862,0.15076628,0.15986978,0.13384925,0.16465712
0.24628304,0.22021158,0.19915818,0.2765324,0.22459449,0.26621264,0.12831149,0.20881274
0.13344507,0.15440793,0.19081283,0.18874414,0.15126762,0.17154354,0.13792154,0.1772889
0.20246609,0.14558941,0.21247615,0.21223144,0.17794503,0.23228158,0.11243975,0.2014005
0.15346794,0.21050148,0.2744341,0.26048326,0.24829112,0.23196417,0.17260844,0.28778493
0.14539935,0.18717858,0.19240431,0.26367757,0.17111927,0.21727869,0.11056704,0.19904965
0.18141954,0.2436135,0.28753075,0.27909178,0.22621745,0.24438986,0.18919413,0.27298132
0.11895835,0.1306921,0.20836131,0.19051282,0.15801166,0.20414384,0.10787115,0.15800226
0.22756234,0.18203981,0.22305118,0.2446297,0.20344402,0.24847357,0.1305717,0.22445312
0.11487958,0.15271349,0.17740227,0.1990921,0.16814806,0.19275787,0.11975231,0.15573685
0.1330227,0.14705998,0.19466871,0.20719251,0.14581239,0.184436,0.103443176,0.1530443
0.13102713,0.14334884,0.19535567,0.23542671,0.21941711,0.26606667,0.1364146,0.1777659
0.159544,0.1839634,0.20283788,0.25713804,0.2009902,0.22649588,0.1381635,0.18745972
0.1250039,0.16033134,0.18476205,0.2302171,0.18530083,0.2199379,0.11893007,0.16080683
0.10373177,0.115769826,0.13379672,0.14203227,0.14337766,0.13115454,0.10631129,0.12649317
0.12993221,0.12036036,0.123060584,0.14064121,0.11467771,0.120849766,0.08527715,0.12926634
0.13698864,0.1456792,0.18712877,0.19474311,0.1731758,0.19514789,0.11792735,0.1625941
0.15247415,0.18877837,0.22800083,0.26264542,0.17872779,0.21738935,0.13142972,0.179213
0.14237843,0.17924504,0.15532874,0.2474723,0.17322971,0.17670843,0.12191119,0.16694078
0.12101968,0.14778146,0.21033408,0.19078815,0.16260648,0.19685863,0.14213373,0.18762983
0.13530764,0.22422759,0.22397186,0.2612041,0.1745958,0.23502952,0.13024849,0.17589724
0.1329648,0.14046614,0.14965264,0.18258737,0.13913009,0.16928206,0.10906654,0.13979292
0.14004754,0.18113601,0.1456463,0.27868962,0.18373996,0.1751909,0.14308672,0.16425143
0.12691441,0.13689868,0.19163887,0.21485779,0.16155083,0.18843183,0.107601926,0.14219119
0.23229404,0.16546868,0.21078151,0.1946446,0.18076661,0.2229213,0.11399627,0.19626619
0.1322161,0.15491484,0.17131221,0.21855375,0.20911525,0.22213429,0.13330884,0.1906068
0.17232493,0.18341543,0.19520937,0.2667687,0.20116399,0.23091367,0.1442583,0.19067991
0.17276432,0.17866878,0.27195415,0.25392303,0.23044433,0.25387833,0.17766018,0.2512997
0.12111888,0.1881515,0.21519122,0.23643082,0.16830906,0.19591548,0.1297897,0.17058134
0.15614602,0.17606872,0.19775805,0.22997013,0.19688034,0.22416167,0.13605577,0.19264653
0.121194534,0.107729994,0.12924464,0.15213601,0.122875705,0.13877061,0.10516776,0.11637446
0.11815103,0.14801534,0.14128761,0.20303476,0.16047591,0.17646481,0.10244839,0.14429826
0.09691038,0.12476543,0.16287465,0.16221367,0.12934206,0.16018166,0.09671379,0.1517833
0.14984174,0.16977336,0.18546902,0.25302014,0.18657887,0.20028956,0.13010147,0.1905002
0.13568717,0.17465022,0.1721197,0.21106629,0.16102819,0.19206068,0.10769214,0.18561871
0.14657757,0.15280358,0.18776506,0.2316681,0.16022585,0.19347462,0.10310858,0.16567463
0.1338284,0.15477405,0.2172468,0.21393698,0.17176346,0.21737333,0.11887627,0.17910817
0.13723852,0.18878023,0.1774236,0.21452288,0.15867707,0.16893558,0.12105699,0.18442978
0.18291764,0.15810813,0.20653087,0.1955402,0.17438182,0.21073064,0.12648197,0.17635342
0.11580384,0.14103357,0.15610053,0.16433203,0.15364508,0.1739836,0.10938747,0.14359769
0.11740589,0.13871929,0.1565717,0.2512691,0.18336193,0.22081192,0.114756234,0.1523895
0.15935452,0.17360444,0.19697589,0.25512737,0.18343008,0.20966059,0.1338112,0.18524106
0.16411522,0.15769075,0.20254266,0.22194402,0.20614493,0.26398355,0.14451073,0.20726778
0.18702422,0.1606938,0.20334281,0.22907405,0.18522973,0.2201973,0.124487825,0.16824086
0.089215085,0.11711937,0.09833563,0.1761849,0.12800887,0.12206022,0.07887601,0.09031333
0.14769751,0.17704473,0.19860068,0.32573226,0.19321556,0.21556278,0.1257172,0.18699932
0.116673544,0.1469385,0.15196185,0.21464744,0.16689116,0.18199351,0.11379643,0.15632574
0.11589493,0.12769747,0.13129029,0.14746705,0.1562045,0.1509449,0.10325842,0.13450296
0.15341747,0.14315617,0.1762371,0.19577064,0.17581965,0.2113372,0.11767668,0.16542806
0.10591864,0.14936641,0.15476006,0.20096876,0.13840996,0.17929128,0.099685736,0.15337063
0.12501308,0.16616537,0.16357698,0.217577,0.1513543,0.18638605,0.11151832,0.16407885
0.119606845,0.14837605,0.20999715,0.21062271,0.1625725,0.19990215,0.11249734,0.1733582
0.1774151,0.14185022,0.20622556,0.22544557,0.20120277,0.25075144,0.1311753,0.20710585
0.11609388,0.13968262,0.16485648,0.21100451,0.17597502,0.2211492,0.1162772,0.13749027
0.16047435,0.17810653,0.25564173,0.23847768,0.19657302,0.21642247,0.144291,0.19857155
0.114885084,0.15945806,0.1719891,0.1993125,0.15989746,0.19776028,0.12550226,0.17089096
0.16091344,0.15250394,0.18101855,0.18389842,0.15896066,0.20006284,0.12853728,0.15612054
0.17053497,0.18423223,0.22739226,0.26554894,0.23257737,0.2665542,0.16255894,0.2221288
0.11561544,0.13441879,0.12463206,0.21598217,0.16593105,0.155339,0.11854911,0.134226
0.10414462,0.13445541,0.1347783,0.15458094,0.1456707,0.1462879,0.12994567,0.12424324
0.13526893,0.15135291,0.18038684,0.20073383,0.18858977,0.20785694,0.13031545,0.1663832
0.16957514,0.17383623,0.23487438,0.25434643,0.2023756,0.25219768,0.13873225,0.2048786
0.13497795,0.15719889,0.21236654,0.24797973,0.16849385,0.21284027,0.1229033,0.18632978
0.12407337,0.13783778,0.16356836,0.19777487,0.19009088,0.21283671,0.121857144,0.18962988
0.11842388,0.13995366,0.15593205,0.20621105,0.15791251,0.20976898,0.11393703,0.14937636
0.11871319,0.1321738,0.16977255,0.15123317,0.15963653,0.15187703,0.10848931,0.14254005
0.16108562,0.1859595,0.19254972,0.22742899,0.17067166,0.21056099,0.13123254,0.19599694
0.24404685,0.21753417,0.2564946,0.27349153,0.20838556,0.27387685,0.14983341,0.21650891
0.12267411,0.13625619,0.13635536,0.17295074,0.13468918,0.15653022,0.11697593,0.13232031
0.13086006,0.17243023,0.19662839,0.20863111,0.16181044,0.17416511,0.12864265,0.16547973
0.20587362,0.16854611,0.19310564,0.2130824,0.18740219,0.21131559,0.11997438,0.18283635
0.2140655,0.17455965,0.23104821,0.23631494,0.20070562,0.26331684,0.13295576,0.2099334
0.14827068,0.17099431,0.2468073,0.24788886,0.26380667,0.27341405,0.19025576,0.26009884
0.13842963,0.14666183,0.17136593,0.18881372,0.18293528,0.17763278,0.12359603,0.16309544
0.13603237,0.22445239,0.19296947,0.23880896,0.17468621,0.19477455,0.13738118,0.18573506
0.15880485,0.17732176,0.21971649,0.23585354,0.2087215,0.22594194,0.16867454,0.19994305
0.12916362,0.15084267,0.19936836,0.21129455,0.15640666,0.17612942,0.14340624,0.170057
0.11593813,0.1145392,0.12703843,0.15736286,0.14415638,0.13969515,0.11065457,0.12586723
0.14546679,0.16928875,0.19208686,0.25435737,0.22616568,0.2697642,0.15070754,0.24448477
0.11767655,0.1252572,0.13925228,0.16897371,0.122065164,0.14797984,0.09391253,0.11726065
0.12125971,0.16941185,0.1721263,0.2464317,0.21234961,0.22524059,0.13186544,0.15911825
0.1623529,0.16031168,0.18863335,0.20846042,0.17552789,0.20390292,0.13632786,0.18665689
0.11484567,0.16307595,0.15508737,0.17998041,0.16122879,0.15404667,0.20474352,0.16740194
0.15218212,0.1503349,0.18782201,0.1980533,0.1751839,0.21376154,0.11508159,0.17947485
0.13937035,0.16376808,0.17375827,0.23566876,0.19390598,0.22542052,0.13395584,0.17319047
0.13259748,0.13531125,0.17416799,0.1869314,0.13954483,0.16023624,0.107860886,0.14603606
0.11656972,0.12946892,0.17135005,0.19845037,0.14502382,0.22320502,0.09896125,0.14529309
0.14048666,0.18380593,0.15791938,0.19360872,0.17499557,0.16189833,0.15962334,0.157129
0.18799622,0.1581894,0.24291557,0.27386713,0.26831073,0.3098915,0.16086484,0.2601485
0.15182629,0.15285239,0.22204779,0.20983018,0.1656289,0.2078288,0.12794897,0.18487844
0.124005094,0.14691032,0.16699816,0.19699624,0.159915,0.16037689,0.106098846,0.14775445
0.14230542,0.13197501,0.15119876,0.19711384,0.16467471,0.15536009,0.10150563,0.16522984
0.10276911,0.13561395,0.1456966,0.16418119,0.11384343,0.13195358,0.09575865,0.120985605
0.12654229,0.16691089,0.1532661,0.26340118,0.1700826,0.16894367,0.103761576,0.17018591
0.1260911,0.14694382,0.14568405,0.1766445,0.15489377,0.18075638,0.1480871,0.15683503
0.14171028,0.1611122,0.19845405,0.19877684,0.20968342,0.18456233,0.14429429,0.17963777
0.15130788,0.1546734,0.19960478,0.2355483,0.16208805,0.19202992,0.11138825,0.19625586
0.15983842,0.22674578,0.28404686,0.27130887,0.246106,0.24485268,0.17488505,0.29427207
0.15021773,0.1313272,0.16441645,0.19246197,0.14951146,0.17391266,0.11835066,0.13560241
0.26176056,0.21998578,0.18425778,0.2571084,0.22666752,0.24854216,0.12130321,0.19189645
0.10579936,0.15067121,0.16582063,0.17220818,0.14646855,0.19683325,0.10267531,0.15740666
0.1895193,0.16675255,0.24039719,0.30038548,0.26338777,0.34046814,0.1579765,0.262104
0.12544246,0.1694669,0.15724042,0.22770076,0.16061924,0.19923736,0.119165465,0.16439092
0.14019768,0.18292809,0.2177696,0.22718082,0.17350748,0.22626932,0.112710156,0.18971002
0.10147763,0.13627298,0.1455884,0.15708946,0.13368706,0.14181721,0.1534973,0.15787971
0.16477071,0.16916414,0.20101961,0.27194536,0.18592347,0.22647123,0.12434259,0.17253079
0.13480861,0.15062544,0.17414552,0.20623636,0.18410318,0.22141387,0.1327283,0.17793113
0.12505694,0.14606951,0.16057117,0.20590176,0.16468649,0.16080126,0.10668522,0.1440774
0.14447166,0.17746635,0.17883909,0.20742638,0.16448486,0.19760023,0.111005135,0.16147998
0.17906389,0.18385217,0.21759123,0.26906916,0.20033582,0.24441881,0.14588888,0.19444907
0.13066699,0.2051869,0.22919644,0.2523772,0.16827828,0.22661595,0.12976377,0.17665032
0.13024196,0.14301102,0.17170645,0.20575212,0.15939474,0.17876774,0.10298583,0.15760303
0.18240207,0.15757136,0.27077773,0.2267545,0.1640581,0.22026658,0.11959362,0.18539219
0.16654441,0.15326813,0.18883799,0.20625488,0.17358503,0.21200916,0.114459924,0.20429534
0.12387678,0.12519366,0.19379607,0.20252274,0.14217693,0.17477109,0.113882355,0.14348936
0.18919683,0.17311354,0.27501526,0.29234165,0.29927495,0.37383065,0.16417962,0.28300026
0.12015278,0.12526326,0.14157237,0.180721,0.13487843,0.1826912,0.101998284,0.13503225
0.16987658,0.22482331,0.3019664,0.2833452,0.26796672,0.26038435,0.18578674,0.3101356
0.15773773,0.15551865,0.16767162,0.20721479,0.17029068,0.17421421,0.11878629,0.18032056
0.13361126,0.14251877,0.20301488,0.20203139,0.1492409,0.16975461,0.10280486,0.16449717
0.14412232,0.1537781,0.17007972,0.1834873,0.16252314,0.18840799,0.11840987,0.15162455
0.17928936,0.19894361,0.30670106,0.2879147,0.29847226,0.3203711,0.18184362,0.3097639
0.15381663,0.14027546,0.17489299,0.20985276,0.15677525,0.16515389,0.105193794,0.1821829
0.13295038,0.16891067,0.17843248,0.24922477,0.16250429,0.21296027,0.11395061,0.18339878
0.14537342,0.14062704,0.18291336,0.24125068,0.20287263,0.262199,0.13476746,0.18614824
0.13610895,0.16072153,0.23518388,0.22774094,0.18620867,0.20354138,0.12456546,0.17688753
0.11489361,0.1448726,0.15705332,0.18979502,0.14911471,0.19860238,0.1214798,0.15820794
0.1599148,0.16781603,0.20797382,0.21724512,0.19830486,0.22987504,0.1330458,0.1850209
0.10510399,0.10981793,0.12906507,0.17497958,0.15492222,0.15797679,0.0932814,0.1455788
0.12847805,0.1501697,0.19290574,0.20990995,0.15942556,0.18038215,0.113810726,0.1540668
0.13395731,0.13368323,0.19436915,0.19023892,0.16807735,0.20736906,0.1155363,0.16075072
0.12747343,0.17284572,0.18954614,0.17147745,0.1943871,0.18960537,0.12138601,0.18682647
0.13528328,0.17476629,0.1917718,0.21863127,0.18050857,0.16900092,0.14492914,0.19650516
0.1581557,0.14741369,0.19899261,0.25174466,0.18514477,0.24175566,0.11235863,0.15841758
0.15174639,0.22049212,0.22786222,0.26639852,0.18395254,0.23475742,0.13640721,0.19011776
0.1433073,0.14313713,0.16000077,0.18330024,0.16858111,0.19868061,0.106246576,0.15114637
0.1429778,0.14685614,0.15802045,0.19487074,0.17464682,0.17004834,0.128946,0.17526646
0.14114799,0.15400022,0.17982295,0.21183023,0.18048082,0.2030579,0.12402783,0.17495966
0.15478845,0.18015988,0.19197764,0.22115944,0.17661966,0.21758872,0.14195523,0.20148824
0.096263334,0.13672163,0.14133789,0.15344265,0.1438464,0.17307946,0.10090856,0.12705903
0.17058223,0.17362377,0.22081946,0.2294097,0.1993878,0.2278963,0.1304852,0.20413728
0.117278814,0.16195865,0.14273325,0.21033949,0.17954823,0.16083646,0.13007478,0.15449382
0.15274528,0.1568778,0.18246,0.2577339,0.17278902,0.22402959,0.12225871,0.1777165
0.12746944,0.16227843,0.18708791,0.23526232,0.17470618,0.22363342,0.13740188,0.17750607
0.16280365,0.16583048,0.21809518,0.2395939,0.18978564,0.21801353,0.14067452,0.21294571
0.12608778,0.13867506,0.12858972,0.21948494,0.19133022,0.15818991,0.1254963,0.12836385
0.11728323,0.13949089,0.14629811,0.15069121,0.15518443,0.16174375,0.11423463,0.14138271
0.09614634,0.123185076,0.14304507,0.15253398,0.14056142,0.16523632,0.09607867,0.12418741
0.11509095,0.17012157,0.16367875,0.20080972,0.1860177,0.20136629,0.11814616,0.16745959
0.15344067,0.15128405,0.21397611,0.22040081,0.20950085,0.22091033,0.1170775,0.1979844
0.16795301,0.18082803,0.21522675,0.2178454,0.21232937,0.20687605,0.14723413,0.22428341
0.0957707,0.116134465,0.12658127,0.15014578,0.12215376,0.15610574,0.10006177,0.13933654
0.15983167,0.16663466,0.20159717,0.25557792,0.1971634,0.22104663,0.14569996,0.18436235
